,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
232618,2008,1,13,7,1834.0,1844,1931.0,2005,UA,485,N934UA,177.0,201.0,156.0,-34.0,-10.0,DTW,DEN,1123,6.0,15.0,0,,0,,,,,
464496,2008,1,29,2,1030.0,1040,1234.0,1250,9E,4777,85159E,124.0,130.0,99.0,-16.0,-10.0,IND,LGA,659,10.0,15.0,0,,0,,,,,
436825,2008,1,8,2,1657.0,1658,2000.0,1946,NW,746,N782NC,123.0,108.0,81.0,14.0,-1.0,MSP,DTW,528,11.0,31.0,0,,0,,,,,
15646,2008,1,8,2,626.0,630,649.0,700,WN,351,N619SW,83.0,90.0,70.0,-11.0,-4.0,BOI,SEA,399,6.0,7.0,0,,0,,,,,
259055,2008,1,3,4,526.0,530,638.0,657,US,1916,N504AU,72.0,87.0,59.0,-19.0,-4.0,BWI,CLT,361,4.0,9.0,0,,0,,,,,
531200,2008,1,1,2,928.0,930,1008.0,1007,AQ,206,N836AL,40.0,37.0,25.0,1.0,-2.0,HNL,OGG,100,5.0,10.0,0,,0,,,,,
391593,2008,1,7,1,550.0,550,804.0,800,MQ,3564,N831AE,194.0,190.0,159.0,4.0,0.0,GSO,DFW,999,10.0,25.0,0,,0,,,,,
116902,2008,1,11,5,956.0,1000,1142.0,1158,XE,2873,N12122,106.0,118.0,93.0,-16.0,-4.0,IAH,MCI,643,5.0,8.0,0,,0,,,,,
412372,2008,1,1,2,1413.0,910,1651.0,1010,MQ,4373,N675AE,158.0,60.0,42.0,401.0,303.0,CMI,ORD,135,75.0,41.0,0,,0,303.0,0.0,98.0,0.0,0.0
327020,2008,1,25,5,1749.0,1705,1918.0,1844,EV,4286,N724EV,89.0,99.0,63.0,34.0,44.0,IND,ATL,432,11.0,15.0,0,,0,34.0,0.0,0.0,0.0,0.0
157882,2008,1,13,7,1229.0,1229,1556.0,1518,OH,4987,N938CA,207.0,169.0,158.0,38.0,0.0,LGA,JAX,834,6.0,43.0,0,,0,0.0,0.0,38.0,0.0,0.0
506094,2008,1,15,2,1612.0,1610,1747.0,1800,AA,1355,N4YCAA,155.0,170.0,141.0,-13.0,2.0,JAX,DFW,919,5.0,9.0,0,,0,,,,,
600004,2008,1,10,4,2055.0,2055,2250.0,2301,DL,1565,N668DN,235.0,246.0,217.0,-11.0,0.0,CVG,PHX,1569,8.0,10.0,0,,0,,,,,
239765,2008,1,18,5,1755.0,1755,1940.0,1929,UA,723,N522UA,165.0,154.0,127.0,11.0,0.0,DEN,SJC,948,6.0,32.0,0,,0,,,,,
194267,2008,1,16,3,,815,,1014,OO,5921,N943SW,,119.0,,,,ORD,FAR,557,,,1,A,0,,,,,
415791,2008,1,6,7,744.0,700,925.0,830,MQ,4517,N688AE,101.0,90.0,79.0,55.0,44.0,RDU,JAX,408,8.0,14.0,0,,0,0.0,44.0,11.0,0.0,0.0
535771,2008,1,6,7,2134.0,2143,634.0,635,AS,130,N553AS,360.0,352.0,335.0,-1.0,-9.0,ANC,ORD,2846,11.0,14.0,0,,0,,,,,
269643,2008,1,11,5,1524.0,1525,1702.0,1706,US,32,N840AW,158.0,161.0,137.0,-4.0,-1.0,DFW,PHX,868,7.0,14.0,0,,0,,,,,
433603,2008,1,12,6,801.0,800,920.0,921,NW,574,N320US,79.0,81.0,61.0,-1.0,1.0,BIS,MSP,386,13.0,5.0,0,,0,,,,,
90815,2008,1,31,4,1139.0,1055,1230.0,1150,WN,3585,N695SW,51.0,55.0,35.0,40.0,44.0,AUS,DAL,189,2.0,14.0,0,,0,38.0,0.0,0.0,0.0,2.0
15358,2008,1,7,1,1042.0,1045,1108.0,1100,WN,493,N444WN,86.0,75.0,75.0,8.0,-3.0,TUS,SAN,367,2.0,9.0,0,,0,,,,,
560583,2008,1,27,7,1034.0,1035,1301.0,1305,B6,822,N651JB,147.0,150.0,126.0,-4.0,-1.0,MCO,JFK,944,7.0,14.0,0,,0,,,,,
423694,2008,1,31,4,2035.0,1830,2220.0,2005,NW,143,N345NW,105.0,95.0,59.0,135.0,125.0,ORD,MSP,334,7.0,39.0,0,,0,0.0,18.0,10.0,0.0,107.0
464199,2008,1,11,5,703.0,700,934.0,940,9E,4766,84239E,151.0,160.0,120.0,-6.0,3.0,BDL,IND,728,7.0,24.0,0,,0,,,,,
296727,2008,1,1,2,1746.0,1730,1857.0,1845,WN,440,N605SW,71.0,75.0,53.0,12.0,16.0,LAX,OAK,337,5.0,13.0,0,,0,,,,,
537423,2008,1,10,4,1601.0,1525,1655.0,1631,AS,67,N708AS,114.0,126.0,96.0,24.0,36.0,SEA,KTN,680,4.0,14.0,0,,0,24.0,0.0,0.0,0.0,0.0
32965,2008,1,13,7,1007.0,1005,1502.0,1500,WN,2089,N452WN,175.0,175.0,143.0,2.0,2.0,LAS,LIT,1295,3.0,29.0,0,,0,,,,,
142703,2008,1,19,6,1447.0,1447,1504.0,1507,YV,2732,N921FJ,77.0,80.0,54.0,-3.0,0.0,PHX,LGB,355,5.0,18.0,0,,0,,,,,
378998,2008,1,22,2,1737.0,1740,1806.0,1814,HA,545,N476HA,29.0,34.0,20.0,-8.0,-3.0,OGG,HNL,100,5.0,4.0,0,,0,,,,,
81129,2008,1,28,1,1129.0,1125,1228.0,1225,WN,1609,N285WN,59.0,60.0,49.0,3.0,4.0,DAL,SAT,248,2.0,8.0,0,,0,,,,,
391056,2008,1,15,2,1705.0,1710,1827.0,1830,MQ,3538,N500AE,82.0,80.0,56.0,-3.0,-5.0,LIT,DFW,304,18.0,8.0,0,,0,,,,,
35194,2008,1,14,1,1132.0,1135,1300.0,1255,WN,108,N279WN,88.0,80.0,71.0,5.0,-3.0,BNA,MDW,395,5.0,12.0,0,,0,,,,,
395299,2008,1,4,5,1154.0,1140,1323.0,1310,MQ,3718,N909AE,149.0,150.0,123.0,13.0,14.0,TYS,DFW,772,10.0,16.0,0,,0,,,,,
544349,2008,1,27,7,,2123,,2357,AS,466,N795AS,,154.0,,,,SEA,ONT,956,,,1,A,0,,,,,
431560,2008,1,8,2,,1210,,1430,NW,469,N774NC,,80.0,,,,ORD,DTW,235,,,1,C,0,,,,,
218269,2008,1,31,4,1856.0,1905,2241.0,2226,OO,6728,N920SW,165.0,141.0,136.0,15.0,-9.0,DEN,MKE,895,7.0,22.0,0,,0,0.0,0.0,0.0,0.0,15.0
386012,2008,1,29,2,2005.0,2010,2104.0,2105,MQ,3313,N324AE,59.0,55.0,27.0,-1.0,-5.0,DFW,SPS,113,9.0,23.0,0,,0,,,,,
131449,2008,1,4,5,1924.0,1936,2036.0,2050,YV,7135,N649BR,72.0,74.0,45.0,-14.0,-12.0,CLE,IAD,288,9.0,18.0,0,,0,,,,,
525437,2008,1,5,6,1605.0,1510,2002.0,1905,AA,2252,N5CNAA,177.0,175.0,142.0,57.0,55.0,JAC,ORD,1162,22.0,13.0,0,,0,11.0,0.0,2.0,0.0,44.0
105525,2008,1,6,7,1551.0,1520,1716.0,1708,XE,3141,N16963,85.0,108.0,65.0,8.0,31.0,EWR,GSO,446,4.0,16.0,0,,0,,,,,
75677,2008,1,26,6,835.0,835,942.0,940,WN,488,N765SW,67.0,65.0,51.0,2.0,0.0,LAS,LAX,236,4.0,12.0,0,,0,,,,,
587809,2008,1,25,5,1018.0,1020,1348.0,1405,CO,788,N27205,150.0,165.0,131.0,-17.0,-2.0,IAH,DTW,1076,7.0,12.0,0,,0,,,,,
551544,2008,1,10,4,1854.0,1905,2135.0,2155,B6,586,N566JB,161.0,170.0,145.0,-20.0,-11.0,FLL,HPN,1098,4.0,12.0,0,,0,,,,,
66875,2008,1,23,3,1222.0,1225,1346.0,1350,WN,1321,N470WN,84.0,85.0,73.0,-4.0,-3.0,PDX,SMF,479,4.0,7.0,0,,0,,,,,
299024,2008,1,2,3,1537.0,1520,1622.0,1610,WN,3595,N389SW,45.0,50.0,36.0,12.0,17.0,DAL,AUS,189,4.0,5.0,0,,0,,,,,
436621,2008,1,4,5,704.0,700,1057.0,1037,NW,736,N336NB,173.0,157.0,130.0,20.0,4.0,MSP,JFK,1028,8.0,35.0,0,,0,0.0,0.0,20.0,0.0,0.0
367757,2008,1,21,1,1553.0,1558,1718.0,1721,FL,133,N175AT,85.0,83.0,62.0,-3.0,-5.0,ATL,TPA,406,7.0,16.0,0,,0,,,,,
165913,2008,1,26,6,1420.0,1420,1602.0,1607,OH,5119,N523CA,102.0,107.0,84.0,-5.0,0.0,RIC,CVG,413,1.0,17.0,0,,0,,,,,
71840,2008,1,25,5,1532.0,1535,1630.0,1635,WN,183,N202WN,58.0,60.0,45.0,-5.0,-3.0,BWI,ISP,220,4.0,9.0,0,,0,,,,,
315872,2008,1,25,5,1828.0,1830,1949.0,1950,DL,1965,N908DE,81.0,80.0,39.0,-1.0,-2.0,LGA,DCA,214,5.0,37.0,0,,0,,,,,
512922,2008,1,24,4,701.0,705,1014.0,1020,AA,1618,N536AA,133.0,135.0,115.0,-6.0,-4.0,STL,MCO,880,6.0,12.0,0,,0,,,,,
302555,2008,1,3,4,1816.0,1800,1950.0,1935,WN,141,N370SW,94.0,95.0,81.0,15.0,16.0,DAL,STL,546,2.0,11.0,0,,0,7.0,0.0,0.0,0.0,8.0
403894,2008,1,6,7,2059.0,2040,2257.0,2240,MQ,4060,N675AE,58.0,60.0,42.0,17.0,19.0,ORD,FNT,223,3.0,13.0,0,,0,17.0,0.0,0.0,0.0,0.0
289531,2008,1,27,7,1155.0,1155,1333.0,1336,US,450,N631AW,158.0,161.0,134.0,-3.0,0.0,DFW,PHX,868,10.0,14.0,0,,0,,,,,
538739,2008,1,13,7,1623.0,1630,1821.0,1843,AS,725,N607AS,178.0,193.0,155.0,-22.0,-7.0,PHX,SEA,1107,8.0,15.0,0,,0,,,,,
89216,2008,1,30,3,940.0,930,1207.0,1200,WN,717,N762SW,207.0,210.0,195.0,7.0,10.0,MDW,SLC,1258,3.0,9.0,0,,0,,,,,
174613,2008,1,4,5,844.0,850,1055.0,1046,OO,3878,N435SW,131.0,116.0,100.0,9.0,-6.0,SLC,TUS,601,5.0,26.0,0,,0,,,,,
537820,2008,1,11,5,1156.0,1200,1402.0,1359,AS,331,N568AS,126.0,119.0,104.0,3.0,-4.0,SFO,SEA,679,4.0,18.0,0,,0,,,,,
80037,2008,1,27,7,1732.0,1500,1900.0,1620,WN,3683,N799SW,88.0,80.0,75.0,160.0,152.0,SJC,LAS,386,6.0,7.0,0,,0,0.0,124.0,8.0,0.0,28.0
96213,2008,1,16,3,1449.0,1455,1559.0,1612,XE,224,N11192,70.0,77.0,56.0,-13.0,-6.0,OKC,AUS,358,5.0,9.0,0,,0,,,,,
170459,2008,1,1,2,1131.0,1132,1226.0,1230,OO,6175,N983SW,55.0,58.0,34.0,-4.0,-1.0,ATW,ORD,160,14.0,7.0,0,,0,,,,,
76711,2008,1,26,6,805.0,810,819.0,830,WN,605,N433LV,74.0,80.0,60.0,-11.0,-5.0,PHX,SNA,338,4.0,10.0,0,,0,,,,,
540808,2008,1,18,5,2310.0,2316,721.0,730,AS,10,N548AS,311.0,314.0,291.0,-9.0,-6.0,SEA,MCO,2553,6.0,14.0,0,,0,,,,,
360199,2008,1,9,3,815.0,820,1105.0,1056,FL,670,N921AT,170.0,156.0,144.0,9.0,-5.0,HPN,MCO,972,5.0,21.0,0,,0,,,,,
482374,2008,1,22,2,825.0,820,932.0,925,AA,361,N482AA,67.0,65.0,48.0,7.0,5.0,DFW,SAT,247,4.0,15.0,0,,0,,,,,
280219,2008,1,19,6,556.0,600,651.0,655,US,905,N124US,55.0,55.0,35.0,-4.0,-4.0,RDU,CLT,130,12.0,8.0,0,,0,,,,,
46129,2008,1,17,4,1109.0,1050,1207.0,1150,WN,2196,N794SW,58.0,60.0,45.0,17.0,19.0,FLL,TPA,197,4.0,9.0,0,,0,4.0,0.0,0.0,0.0,13.0
309102,2008,1,20,7,1408.0,1409,1503.0,1509,DL,1284,N900DE,55.0,60.0,36.0,-6.0,-1.0,ATL,SAV,215,3.0,16.0,0,,0,,,,,
501246,2008,1,15,2,944.0,935,1143.0,1145,AA,1185,N597AA,239.0,250.0,223.0,-2.0,9.0,DFW,PDX,1616,4.0,12.0,0,,0,,,,,
460412,2008,1,14,1,1351.0,1353,1526.0,1540,9E,3725,80309E,95.0,107.0,69.0,-14.0,-2.0,DTW,GSP,508,4.0,22.0,0,,0,,,,,
416376,2008,1,2,3,831.0,820,1057.0,1030,MQ,4566,N710TB,146.0,130.0,113.0,27.0,11.0,BOS,RDU,612,5.0,28.0,0,,0,11.0,0.0,16.0,0.0,0.0
472868,2008,1,8,2,813.0,815,918.0,930,9E,5842,85989E,65.0,75.0,49.0,-12.0,-2.0,DTW,ELM,331,4.0,12.0,0,,0,,,,,
497635,2008,1,19,6,1010.0,935,1305.0,1220,AA,1067,N407AA,175.0,165.0,156.0,45.0,35.0,ORD,IAH,925,6.0,13.0,0,,0,0.0,25.0,10.0,0.0,10.0
477435,2008,1,13,7,2200.0,2215,435.0,515,AA,14,N347AA,275.0,300.0,261.0,-40.0,-15.0,OGG,LAX,2486,5.0,9.0,0,,0,,,,,
180597,2008,1,7,1,1402.0,1410,1713.0,1721,OO,6614,N712SK,131.0,131.0,110.0,-8.0,-8.0,PSC,DEN,853,10.0,11.0,0,,0,,,,,
290427,2008,1,28,1,1255.0,1300,1404.0,1414,US,2129,N764US,69.0,74.0,49.0,-10.0,-5.0,BOS,LGA,185,5.0,15.0,0,,0,,,,,
14077,2008,1,7,1,1416.0,1415,1612.0,1615,WN,237,N270WN,116.0,120.0,104.0,-3.0,1.0,OAK,SEA,671,4.0,8.0,0,,0,,,,,
477428,2008,1,6,7,2253.0,2215,540.0,515,AA,14,N352AA,287.0,300.0,273.0,25.0,38.0,OGG,LAX,2486,5.0,9.0,0,,0,0.0,0.0,0.0,0.0,25.0
283104,2008,1,22,2,2014.0,1945,2138.0,2114,US,1534,N588US,84.0,89.0,58.0,24.0,29.0,CLT,MDT,413,6.0,20.0,0,,0,0.0,0.0,0.0,0.0,24.0
446198,2008,1,30,3,1720.0,1724,1904.0,1916,NW,1263,N348NB,164.0,172.0,134.0,-12.0,-4.0,IAD,MSP,908,17.0,13.0,0,,0,,,,,
35410,2008,1,14,1,846.0,840,1112.0,1105,WN,358,N674AA,146.0,145.0,132.0,7.0,6.0,BWI,MCO,787,7.0,7.0,0,,0,,,,,
55903,2008,1,20,7,1429.0,1430,1540.0,1545,WN,1377,N617SW,71.0,75.0,60.0,-5.0,-1.0,LAX,OAK,337,5.0,6.0,0,,0,,,,,
28049,2008,1,11,5,1721.0,1635,1827.0,1750,WN,461,N716SW,66.0,75.0,48.0,37.0,46.0,PHL,PIT,267,6.0,12.0,0,,0,0.0,0.0,0.0,0.0,37.0
500944,2008,1,30,3,703.0,705,912.0,910,AA,1175,N3CJAA,189.0,185.0,169.0,2.0,-2.0,FLL,DFW,1119,7.0,13.0,0,,0,,,,,
82837,2008,1,28,1,1517.0,1425,1546.0,1450,WN,700,N624SW,89.0,85.0,80.0,56.0,52.0,PHX,BUR,369,3.0,6.0,0,,0,0.0,0.0,5.0,0.0,51.0
37239,2008,1,14,1,755.0,755,1002.0,1015,WN,1940,N229WN,127.0,140.0,116.0,-13.0,0.0,PBI,BWI,883,3.0,8.0,0,,0,,,,,
521391,2008,1,23,3,1758.0,1800,1927.0,1925,AA,1965,N425AA,149.0,145.0,132.0,2.0,-2.0,SDF,DFW,733,8.0,9.0,0,,0,,,,,
76481,2008,1,26,6,1917.0,1900,2026.0,2020,WN,2210,N258WN,69.0,80.0,56.0,6.0,17.0,ONT,SMF,389,5.0,8.0,0,,0,,,,,
472724,2008,1,28,1,1352.0,1357,1430.0,1445,9E,5838,86119E,38.0,48.0,17.0,-15.0,-5.0,DTW,FNT,56,5.0,16.0,0,,0,,,,,
320553,2008,1,29,2,1033.0,1045,1156.0,1213,DL,1795,N920DL,83.0,88.0,58.0,-17.0,-12.0,RDU,ATL,356,7.0,18.0,0,,0,,,,,
582635,2008,1,14,1,1150.0,1150,1453.0,1453,CO,411,N69348,243.0,243.0,216.0,0.0,0.0,EWR,IAH,1400,10.0,17.0,0,,0,,,,,
220262,2008,1,28,1,2128.0,2135,452.0,445,UA,68,N543UA,324.0,310.0,300.0,7.0,-7.0,LIH,LAX,2615,7.0,17.0,0,,0,,,,,
6125,2008,1,5,6,1000.0,1000,1055.0,1040,WN,196,N203WN,115.0,100.0,97.0,15.0,0.0,BOI,LAS,520,5.0,13.0,0,,0,0.0,0.0,15.0,0.0,0.0
7499,2008,1,5,6,1553.0,1555,1652.0,1700,WN,952,N612SW,59.0,65.0,48.0,-8.0,-2.0,MDW,STL,251,3.0,8.0,0,,0,,,,,
558609,2008,1,23,3,2220.0,2230,630.0,650,B6,174,N582JB,310.0,320.0,294.0,-20.0,-10.0,SJC,JFK,2569,4.0,12.0,0,,0,,,,,
296493,2008,1,1,2,829.0,830,924.0,930,WN,2759,N291WN,55.0,60.0,45.0,-6.0,-1.0,LAS,BUR,223,2.0,8.0,0,,0,,,,,
227479,2008,1,2,3,1050.0,945,1309.0,1219,UA,341,N904UA,139.0,154.0,110.0,50.0,65.0,ORD,DFW,802,9.0,20.0,0,,0,50.0,0.0,0.0,0.0,0.0
387225,2008,1,16,3,1634.0,1610,1716.0,1705,MQ,3375,N942AE,42.0,55.0,32.0,11.0,24.0,DAL,AUS,189,3.0,7.0,0,,0,,,,,
94150,2008,1,3,4,1937.0,1840,2050.0,2004,XE,2961,N12921,73.0,84.0,57.0,46.0,57.0,SYR,CLE,317,6.0,10.0,0,,0,0.0,0.0,0.0,0.0,46.0
104883,2008,1,24,4,719.0,710,1030.0,1029,XE,2586,N13949,131.0,139.0,113.0,1.0,9.0,IAH,IND,845,3.0,15.0,0,,0,,,,,
367903,2008,1,21,1,1245.0,1244,1401.0,1408,FL,731,N149AT,256.0,264.0,242.0,-7.0,1.0,FNT,LAS,1733,10.0,4.0,0,,0,,,,,
485543,2008,1,13,7,1206.0,1210,1332.0,1340,AA,477,N579AA,146.0,150.0,118.0,-8.0,-4.0,ATL,DFW,732,11.0,17.0,0,,0,,,,,
557982,2008,1,22,2,1248.0,1230,1403.0,1350,B6,246,N629JB,75.0,80.0,56.0,13.0,18.0,LGB,OAK,353,5.0,14.0,0,,0,,,,,
394270,2008,1,18,5,1012.0,1015,1213.0,1225,MQ,3675,N696AE,121.0,130.0,99.0,-12.0,-3.0,DFW,MSN,821,8.0,14.0,0,,0,,,,,
21882,2008,1,9,3,1351.0,1355,1441.0,1455,WN,1756,N415WN,110.0,120.0,81.0,-14.0,-4.0,SLC,LAX,590,9.0,20.0,0,,0,,,,,
413223,2008,1,8,2,1102.0,1050,1104.0,1045,MQ,4404,N631AE,62.0,55.0,37.0,19.0,12.0,FWA,ORD,157,11.0,14.0,0,,0,0.0,0.0,7.0,0.0,12.0
355319,2008,1,2,3,949.0,952,1201.0,1209,FL,394,N943AT,132.0,137.0,117.0,-8.0,-3.0,MCO,IND,828,4.0,11.0,0,,0,,,,,
62780,2008,1,22,2,1413.0,1415,1504.0,1515,WN,1936,N903WN,51.0,60.0,39.0,-11.0,-2.0,MCO,FLL,178,4.0,8.0,0,,0,,,,,
516878,2008,1,20,7,807.0,810,915.0,920,AA,1779,N3DCAA,68.0,70.0,47.0,-5.0,-3.0,TUL,DFW,237,9.0,12.0,0,,0,,,,,
51805,2008,1,18,5,750.0,755,910.0,915,WN,1110,N361SW,80.0,80.0,59.0,-5.0,-5.0,SMF,LAX,373,8.0,13.0,0,,0,,,,,
528377,2008,1,1,2,1240.0,1235,1348.0,1355,AA,2427,N3CNAA,188.0,200.0,168.0,-7.0,5.0,DFW,LAX,1235,3.0,17.0,0,,0,,,,,
55224,2008,1,20,7,1444.0,1445,1554.0,1600,WN,1162,N426WN,70.0,75.0,57.0,-6.0,-1.0,DAL,MSY,437,4.0,9.0,0,,0,,,,,
586640,2008,1,6,7,2053.0,2050,2245.0,2232,CO,757,N73270,292.0,282.0,268.0,13.0,3.0,CLE,LAS,1825,9.0,15.0,0,,0,,,,,
560072,2008,1,26,6,1739.0,1745,2016.0,2025,B6,660,N597JB,157.0,160.0,136.0,-9.0,-6.0,MCO,SYR,1053,5.0,16.0,0,,0,,,,,
35895,2008,1,14,1,1156.0,1200,1253.0,1255,WN,24,N522SW,57.0,55.0,43.0,-2.0,-4.0,HOU,DAL,239,4.0,10.0,0,,0,,,,,
587550,2008,1,23,3,1224.0,1230,1834.0,1838,CO,1614,N27724,250.0,248.0,211.0,-4.0,-6.0,EGE,EWR,1725,13.0,26.0,0,,0,,,,,
27399,2008,1,11,5,1317.0,1315,1353.0,1405,WN,2368,N257WN,36.0,50.0,27.0,-12.0,2.0,MCO,RSW,133,3.0,6.0,0,,0,,,,,
14720,2008,1,7,1,708.0,710,938.0,915,WN,496,N771SA,90.0,65.0,68.0,23.0,-2.0,SAN,PHX,304,8.0,14.0,0,,0,0.0,0.0,23.0,0.0,0.0
264353,2008,1,7,1,1152.0,1155,1256.0,1320,US,862,N764US,64.0,85.0,54.0,-24.0,-3.0,DCA,CLT,331,4.0,6.0,0,,0,,,,,
96019,2008,1,1,2,653.0,700,741.0,745,XE,220,N12201,108.0,105.0,85.0,-4.0,-7.0,OKC,ABQ,510,5.0,18.0,0,,0,,,,,
63774,2008,1,22,2,958.0,930,1040.0,1005,WN,3855,N424WN,102.0,95.0,80.0,35.0,28.0,RDU,BNA,443,3.0,19.0,0,,0,28.0,0.0,7.0,0.0,0.0
420760,2008,1,12,6,1150.0,1155,1249.0,1310,MQ,4816,N708AE,59.0,75.0,45.0,-21.0,-5.0,BOS,LGA,185,3.0,11.0,0,,0,,,,,
488272,2008,1,10,4,1648.0,1650,2234.0,2245,AA,590,N4XCAA,226.0,235.0,207.0,-11.0,-2.0,SAN,ORD,1723,6.0,13.0,0,,0,,,,,
228565,2008,1,10,4,1427.0,1428,1745.0,1742,UA,368,N418UA,138.0,134.0,114.0,3.0,-1.0,SAN,DEN,853,13.0,11.0,0,,0,,,,,
598636,2008,1,9,3,703.0,700,1005.0,1007,DL,1456,N964DL,182.0,187.0,165.0,-2.0,3.0,BDL,TPA,1111,5.0,12.0,0,,0,,,,,
430899,2008,1,26,6,1507.0,1515,1658.0,1715,NW,444,N588NW,111.0,120.0,87.0,-17.0,-8.0,MSP,MEM,700,8.0,16.0,0,,0,,,,,
17003,2008,1,8,2,638.0,640,830.0,845,WN,97,N404WN,112.0,125.0,101.0,-15.0,-2.0,MCO,BWI,787,4.0,7.0,0,,0,,,,,
288772,2008,1,26,6,959.0,945,1235.0,1233,US,1019,N439US,156.0,168.0,127.0,2.0,14.0,PHL,MCO,861,11.0,18.0,0,,0,,,,,
589531,2008,1,2,3,2355.0,2359,516.0,520,DL,878,N692DL,201.0,201.0,181.0,-4.0,-4.0,SLC,ATL,1589,6.0,14.0,0,,0,,,,,
397661,2008,1,3,4,1513.0,1505,1646.0,1655,MQ,3820,N689EC,93.0,110.0,83.0,-9.0,8.0,MOB,DFW,540,4.0,6.0,0,,0,,,,,
288315,2008,1,26,6,1957.0,2000,2125.0,2143,US,1528,N937UW,88.0,103.0,65.0,-18.0,-3.0,CLT,PHL,448,6.0,17.0,0,,0,,,,,
224561,2008,1,18,5,949.0,940,1054.0,1032,UA,237,N509UA,125.0,112.0,86.0,22.0,9.0,DSM,DEN,589,11.0,28.0,0,,0,9.0,0.0,13.0,0.0,0.0
484092,2008,1,16,3,1101.0,1020,1307.0,1235,AA,419,N528AA,186.0,195.0,173.0,32.0,41.0,ORD,ELP,1236,3.0,10.0,0,,0,32.0,0.0,0.0,0.0,0.0
166086,2008,1,26,6,1720.0,1720,1845.0,1851,OH,5428,N814CA,85.0,91.0,72.0,-6.0,0.0,GSO,CVG,330,1.0,12.0,0,,0,,,,,
494940,2008,1,27,7,1223.0,1140,1530.0,1429,AA,894,N3BCAA,187.0,169.0,168.0,61.0,43.0,MIA,LGA,1097,4.0,15.0,0,,0,31.0,0.0,18.0,0.0,12.0
480348,2008,1,4,5,758.0,800,1141.0,1130,AA,300,N522AA,163.0,150.0,137.0,11.0,-2.0,DFW,RDU,1062,5.0,21.0,0,,0,,,,,
48447,2008,1,17,4,715.0,715,845.0,840,WN,1358,N252WN,90.0,85.0,72.0,5.0,0.0,SNA,OAK,371,5.0,13.0,0,,0,,,,,
292715,2008,1,29,2,1740.0,1745,1936.0,1954,US,73,N157AW,176.0,189.0,161.0,-18.0,-5.0,PHX,SEA,1107,5.0,10.0,0,,0,,,,,
220054,2008,1,6,7,1050.0,1050,1355.0,1359,UA,61,N364UA,125.0,129.0,112.0,-4.0,0.0,DEN,SAT,794,3.0,10.0,0,,0,,,,,
403076,2008,1,8,2,739.0,745,1012.0,955,MQ,4029,N845AE,93.0,70.0,46.0,17.0,-6.0,ORD,CVG,264,7.0,40.0,0,,0,0.0,0.0,17.0,0.0,0.0
326374,2008,1,11,5,800.0,600,1051.0,907,EV,4266,N981EV,111.0,127.0,91.0,104.0,120.0,ICT,ATL,781,10.0,10.0,0,,0,104.0,0.0,0.0,0.0,0.0
186484,2008,1,11,5,1623.0,1626,1723.0,1744,OO,5816,N710SK,120.0,138.0,101.0,-21.0,-3.0,SYR,ORD,607,7.0,12.0,0,,0,,,,,
462410,2008,1,22,2,1823.0,1705,2125.0,2017,9E,3791,89829E,122.0,132.0,96.0,68.0,78.0,BHM,DTW,625,10.0,16.0,0,,0,0.0,0.0,0.0,0.0,68.0
277283,2008,1,17,4,2105.0,2108,2205.0,2213,US,131,N830AW,60.0,65.0,38.0,-8.0,-3.0,LAS,SNA,226,7.0,15.0,0,,0,,,,,
327873,2008,1,2,3,1624.0,1615,1737.0,1743,EV,4306,N926EV,73.0,88.0,56.0,-6.0,9.0,ROA,ATL,357,9.0,8.0,0,,0,,,,,
407224,2008,1,29,2,649.0,650,747.0,755,MQ,4186,N925AE,58.0,65.0,38.0,-8.0,-1.0,LSE,ORD,215,13.0,7.0,0,,0,,,,,
575964,2008,1,14,1,1655.0,1700,1916.0,1935,CO,169,N73291,261.0,275.0,218.0,-19.0,-5.0,CLE,PHX,1737,7.0,36.0,0,,0,,,,,
18483,2008,1,8,2,1614.0,1615,1716.0,1720,WN,2457,N764SW,62.0,65.0,50.0,-4.0,-1.0,SMF,BUR,358,2.0,10.0,0,,0,,,,,
118691,2008,1,12,6,1325.0,1330,1418.0,1438,XE,1228,N16951,53.0,68.0,34.0,-20.0,-5.0,EWR,BOS,200,8.0,11.0,0,,0,,,,,
94847,2008,1,19,6,1812.0,1820,1917.0,1922,XE,125,N16561,125.0,122.0,105.0,-5.0,-8.0,BOI,ONT,660,3.0,17.0,0,,0,,,,,
400421,2008,1,18,5,1851.0,1730,2059.0,1925,MQ,3938,N693AE,128.0,115.0,95.0,94.0,81.0,ORD,LIT,552,5.0,28.0,0,,0,40.0,34.0,13.0,0.0,7.0
359790,2008,1,8,2,707.0,710,815.0,820,FL,505,N942AT,68.0,70.0,53.0,-5.0,-3.0,ROC,BWI,277,7.0,8.0,0,,0,,,,,
288092,2008,1,25,5,1900.0,1905,2057.0,2112,US,1682,N733UW,117.0,127.0,103.0,-15.0,-5.0,SYR,CLT,603,4.0,10.0,0,,0,,,,,
90728,2008,1,31,4,1615.0,1615,1650.0,1650,WN,503,N482WN,95.0,95.0,79.0,0.0,0.0,ABQ,LAS,487,7.0,9.0,0,,0,,,,,
